hr_deviation,sleep_hours,activity_minutes,label
1.208,5.67,42.7,HIGH
0.957,7.19,31.2,LOW
1.17,5.14,40.3,HIGH
1.045,6.12,52.1,MODERATE
1.187,6.09,62.6,HIGH
1.086,6.2,70.7,MODERATE
1.055,8.26,25.8,LOW
1.172,5.19,44.0,HIGH
1.068,6.67,48.9,MODERATE
1.215,5.08,80.7,HIGH
1.102,6.42,49.9,MODERATE
0.969,8.95,58.8,LOW
1.098,6.21,79.7,HIGH
1.031,6.49,41.1,MODERATE
1.003,8.48,43.6,LOW
1.101,6.0,70.7,MODERATE
1.12,6.74,33.2,MODERATE
1.061,7.72,55.4,LOW
1.169,5.94,82.0,HIGH
1.063,6.24,48.0,MODERATE
0.962,8.07,47.3,LOW
1.023,8.15,32.7,LOW
1.114,5.31,57.8,HIGH
1.115,6.43,54.5,HIGH
1.167,6.19,41.1,HIGH
1.129,4.21,86.9,HIGH
1.15,6.37,57.6,HIGH
1.102,4.02,87.4,HIGH
1.088,5.83,40.2,HIGH
1.04,6.9,39.6,MODERATE
1.207,5.97,85.2,HIGH
1.024,8.51,28.0,LOW
1.114,7.33,68.5,MODERATE
1.054,8.02,29.5,LOW
1.056,7.41,67.1,MODERATE
1.028,7.87,21.5,LOW
0.995,8.67,51.8,LOW
1.043,8.59,21.2,LOW
1.142,4.77,89.9,HIGH
1.09,6.02,69.1,MODERATE
1.079,6.07,41.2,MODERATE
1.117,6.06,50.5,HIGH
1.073,6.13,41.7,MODERATE
1.224,5.66,70.2,HIGH
1.085,6.28,49.6,MODERATE
1.096,6.2,48.0,HIGH
1.031,6.09,42.1,MODERATE
1.115,7.18,36.0,MODERATE
1.075,6.58,47.4,MODERATE
1.107,7.25,57.8,MODERATE
1.158,6.33,84.3,HIGH
1.043,8.14,52.2,LOW
1.173,4.83,55.8,HIGH
0.99,7.91,57.0,LOW
1.23,4.19,68.6,HIGH
1.07,6.4,30.1,MODERATE
1.062,6.7,57.2,MODERATE
1.1,6.13,37.5,MODERATE
1.227,4.21,60.0,HIGH
1.182,6.26,48.4,HIGH
0.962,7.12,31.0,LOW
1.097,6.78,38.7,MODERATE
0.961,7.45,34.1,LOW
1.032,6.53,53.6,MODERATE
1.066,6.98,70.4,MODERATE
1.149,6.42,67.9,HIGH
1.068,7.14,33.5,MODERATE
1.088,4.58,81.8,HIGH
0.974,7.27,29.1,LOW
1.052,8.68,59.2,LOW
1.023,7.17,48.7,LOW
1.095,6.04,51.5,MODERATE
1.033,7.78,33.7,LOW
0.96,8.34,35.8,LOW
1.088,6.43,42.7,MODERATE
1.097,6.45,59.7,MODERATE
1.137,4.9,50.6,HIGH
1.195,5.65,72.7,HIGH
1.15,4.25,87.4,HIGH
1.135,4.51,53.7,HIGH
1.248,6.27,47.5,HIGH
0.956,8.56,31.5,LOW
1.018,7.94,57.6,LOW
1.036,6.78,33.4,MODERATE
1.102,6.32,42.1,MODERATE
1.117,4.62,42.5,HIGH
1.004,8.98,46.9,LOW
1.115,6.93,64.0,MODERATE
1.1,4.23,40.3,HIGH
1.25,5.46,58.8,HIGH
1.067,6.1,56.5,MODERATE
1.241,5.36,81.7,HIGH
1.102,6.61,62.0,MODERATE
1.033,7.55,22.0,LOW
1.245,5.27,75.7,HIGH
1.03,7.09,47.0,MODERATE
1.04,8.04,30.3,LOW
1.042,7.21,55.0,MODERATE
0.997,8.45,40.5,LOW
1.04,7.34,59.2,MODERATE
1.117,4.45,47.6,HIGH
1.137,6.06,85.9,HIGH
1.011,8.61,53.1,LOW
1.123,4.84,76.8,HIGH
1.092,4.11,42.4,HIGH
0.995,7.32,36.6,LOW
0.986,8.85,47.5,LOW
1.07,7.54,30.3,LOW
1.026,8.84,25.5,LOW
1.016,7.6,58.4,LOW
1.123,5.48,82.6,HIGH
1.102,4.04,52.2,HIGH
1.002,7.98,41.3,LOW
1.068,7.61,56.0,LOW
1.165,4.66,53.2,HIGH
1.094,6.5,32.2,MODERATE
1.032,6.75,32.6,MODERATE
1.109,6.8,38.1,MODERATE
1.045,8.48,44.1,LOW
1.129,4.7,82.3,HIGH
1.061,6.43,36.4,MODERATE
1.059,7.9,57.2,LOW
1.047,6.21,68.4,MODERATE
1.06,6.09,31.3,MODERATE
1.068,7.03,59.5,MODERATE
1.066,8.97,45.9,LOW
1.249,4.89,58.1,HIGH
1.195,4.08,85.1,HIGH
1.029,8.6,58.2,LOW
1.011,8.62,56.5,LOW
0.988,7.35,36.2,LOW
1.085,6.71,60.9,MODERATE
1.229,6.02,77.8,HIGH
1.089,7.36,54.3,MODERATE
1.138,4.49,64.2,HIGH
1.114,6.12,33.6,MODERATE
1.117,6.81,74.8,MODERATE
1.188,5.3,41.2,HIGH
1.039,7.45,41.9,MODERATE
1.212,4.18,48.3,HIGH
1.034,6.19,50.2,MODERATE
1.125,4.76,84.0,HIGH
1.063,6.28,31.4,MODERATE
1.113,6.52,49.5,MODERATE
0.986,7.69,40.9,LOW
1.134,4.22,60.9,HIGH
1.176,4.95,85.2,HIGH
1.076,6.03,54.8,MODERATE
1.077,6.02,72.8,MODERATE
1.07,7.43,42.1,MODERATE
1.011,8.55,51.5,LOW
1.021,7.22,53.8,LOW
0.987,7.61,49.7,LOW
1.154,5.13,53.7,HIGH
1.033,7.3,74.6,MODERATE
0.99,8.39,23.1,LOW
1.025,8.44,26.2,LOW
1.023,7.85,43.4,LOW
1.191,4.15,84.0,HIGH
1.05,8.16,37.6,LOW
1.237,4.39,66.6,HIGH
1.12,6.96,73.5,MODERATE
1.176,5.63,72.0,HIGH
1.234,4.46,54.8,HIGH
1.076,6.35,41.7,MODERATE
1.056,7.58,32.6,LOW
1.081,6.04,31.8,MODERATE
1.037,6.54,59.7,MODERATE
1.16,5.47,73.3,HIGH
1.122,6.02,59.5,HIGH
1.094,7.15,40.7,MODERATE
1.216,4.45,87.0,HIGH
1.045,7.54,24.5,LOW
0.955,7.23,25.7,LOW
1.066,7.14,46.7,LOW
1.108,6.86,42.3,MODERATE
1.113,5.12,70.5,HIGH
1.066,6.54,70.5,MODERATE
1.062,8.38,41.1,LOW
1.107,6.14,49.2,HIGH
1.056,7.28,52.5,LOW
1.101,4.76,74.2,HIGH
1.121,5.42,63.7,HIGH
1.011,8.89,53.9,LOW
1.113,7.09,47.7,MODERATE
1.063,6.27,59.3,MODERATE
1.179,6.13,74.9,HIGH
1.03,8.54,53.5,LOW
1.097,6.97,56.5,MODERATE
1.032,6.13,46.0,MODERATE
0.995,8.26,31.8,LOW
1.08,7.32,57.4,MODERATE
1.032,8.94,21.9,LOW
1.239,5.97,84.3,HIGH
1.134,6.47,63.6,HIGH
0.971,8.51,22.5,LOW
1.066,6.94,52.5,MODERATE
1.164,4.57,69.0,HIGH
1.103,6.07,47.6,MODERATE
0.988,8.47,26.6,LOW
1.053,6.67,64.5,MODERATE
1.095,6.71,31.1,MODERATE
1.148,4.31,51.2,HIGH
1.088,6.03,34.5,MODERATE
1.047,6.08,48.9,MODERATE
1.061,6.95,37.9,MODERATE
1.008,7.66,21.1,LOW
1.219,4.71,77.2,HIGH
1.016,8.56,58.2,LOW
1.064,6.43,54.8,MODERATE
1.195,4.23,66.7,HIGH
1.068,7.75,25.4,LOW
1.033,6.1,41.7,MODERATE
1.034,7.14,33.2,MODERATE
0.999,8.08,23.7,LOW
1.173,4.46,48.5,HIGH
1.051,6.56,72.9,MODERATE
0.981,8.71,44.3,LOW
1.078,6.26,45.8,MODERATE
1.003,8.36,34.6,LOW
1.136,6.18,88.1,HIGH
0.994,8.0,42.5,LOW
1.085,4.5,61.5,HIGH
1.108,6.86,34.0,MODERATE
1.095,6.54,57.1,MODERATE
1.234,6.07,48.5,HIGH
1.143,4.51,76.0,HIGH
1.073,7.41,51.2,MODERATE
0.978,7.57,51.2,LOW
1.161,5.81,40.8,HIGH
1.006,8.64,30.1,LOW
1.083,7.32,43.1,MODERATE
1.108,6.41,61.4,MODERATE
0.975,7.97,39.5,LOW
1.049,6.92,38.4,MODERATE
1.133,5.62,62.4,HIGH
1.031,6.89,70.1,MODERATE
0.996,8.78,31.2,LOW
1.092,5.62,74.8,HIGH
1.055,7.06,57.5,LOW
1.047,8.36,35.1,LOW
1.176,4.74,49.9,HIGH
1.156,5.01,47.0,HIGH
1.003,8.49,51.5,LOW
1.163,6.28,63.5,HIGH
1.179,4.67,64.9,HIGH
1.031,8.21,27.7,LOW
1.198,5.84,62.5,HIGH
1.077,7.19,31.1,MODERATE
0.996,7.07,59.0,LOW
1.125,6.14,51.1,HIGH
1.107,6.09,40.1,MODERATE
0.988,8.74,52.7,LOW
1.217,5.97,81.5,HIGH
0.992,7.13,55.2,LOW
1.048,6.82,58.9,MODERATE
1.061,6.76,53.0,MODERATE
1.109,6.42,71.9,HIGH
1.005,8.85,32.2,LOW
1.027,8.28,39.7,LOW
1.054,8.42,40.0,LOW
1.209,6.01,85.7,HIGH
1.17,6.45,82.8,HIGH
1.114,6.73,37.8,MODERATE
1.108,6.28,46.6,MODERATE
1.191,5.56,84.9,HIGH
1.07,7.79,46.1,LOW
1.204,4.61,66.9,HIGH
1.046,7.16,72.9,MODERATE
1.187,6.48,89.4,HIGH
1.069,8.37,39.7,LOW
1.067,7.99,36.5,LOW
1.132,5.39,89.1,HIGH
1.058,7.3,37.9,MODERATE
1.09,6.7,49.4,MODERATE
1.064,6.74,52.6,MODERATE
1.035,7.45,29.9,LOW
1.072,6.83,32.1,MODERATE
1.055,7.74,36.8,LOW
1.055,7.26,38.0,LOW
1.089,4.98,87.4,HIGH
1.027,8.96,50.0,LOW
1.039,8.16,48.5,LOW
1.162,5.34,64.0,HIGH
1.074,7.43,31.1,MODERATE
1.017,8.33,36.7,LOW
1.035,7.07,74.8,MODERATE
0.965,7.07,46.8,LOW
1.016,7.12,44.3,LOW
1.15,5.81,70.5,HIGH
1.07,7.88,27.4,LOW
1.103,6.42,51.6,MODERATE
1.054,7.95,46.8,LOW
0.952,8.66,38.3,LOW
1.06,8.96,56.5,LOW
1.11,4.49,42.9,HIGH
1.068,6.76,67.7,MODERATE
0.99,8.18,59.8,LOW
0.952,8.61,52.1,LOW
1.104,4.29,62.8,HIGH
1.033,6.33,47.7,MODERATE
1.051,6.08,55.0,MODERATE
1.11,6.47,57.5,MODERATE
1.046,7.24,40.4,MODERATE
1.111,6.16,68.2,MODERATE
1.052,7.08,36.0,MODERATE
1.129,6.09,45.2,HIGH
1.236,4.03,56.1,HIGH
1.089,6.68,47.2,MODERATE
1.067,8.94,44.6,LOW
1.197,4.33,79.9,HIGH
1.126,6.07,75.0,HIGH
1.053,7.17,64.2,MODERATE
1.23,5.8,85.4,HIGH
1.017,8.96,47.6,LOW
1.206,6.44,80.8,HIGH
1.037,6.72,62.8,MODERATE
1.043,8.59,38.2,LOW
1.054,6.75,56.1,MODERATE
1.105,6.36,58.5,MODERATE
1.223,5.01,69.8,HIGH
1.018,8.85,25.7,LOW
1.162,5.53,84.2,HIGH
0.952,8.47,45.6,LOW
1.032,7.08,51.6,MODERATE
1.238,4.26,43.9,HIGH
1.077,6.17,70.2,MODERATE
1.04,8.34,49.3,LOW
1.071,6.9,31.7,MODERATE
0.991,8.18,45.7,LOW
1.088,6.3,51.7,HIGH
1.246,4.54,80.4,HIGH
1.106,5.2,50.3,HIGH
1.008,7.08,42.4,LOW
0.965,7.77,23.1,LOW
1.034,8.72,37.4,LOW
1.008,8.41,46.5,LOW
1.038,7.66,30.0,LOW
0.967,7.78,38.8,LOW
1.21,5.6,57.2,HIGH
1.106,7.26,66.5,MODERATE
1.081,6.04,62.7,MODERATE
1.02,8.34,59.9,LOW
1.069,8.66,21.6,LOW
1.092,7.46,49.6,MODERATE
1.031,7.96,25.8,LOW
1.065,6.39,47.7,MODERATE
1.029,7.05,23.0,LOW
1.068,8.71,36.3,LOW
1.101,7.02,34.0,MODERATE
1.078,6.4,47.6,MODERATE
1.082,6.01,45.1,MODERATE
1.187,4.3,69.9,HIGH
1.035,6.21,42.9,MODERATE
1.12,7.35,71.4,MODERATE
1.09,7.23,62.0,MODERATE
1.122,6.29,73.3,HIGH
1.043,6.46,41.2,MODERATE
1.077,6.63,69.8,MODERATE
1.035,7.19,57.9,LOW
1.225,6.3,85.2,HIGH
1.21,4.06,58.1,HIGH
1.124,4.59,44.3,HIGH
1.081,4.72,76.4,HIGH
0.971,8.89,54.0,LOW
1.057,8.35,25.7,LOW
1.055,6.22,32.4,MODERATE
1.106,7.5,68.0,MODERATE
0.986,7.16,52.4,LOW
1.032,8.38,28.1,LOW
1.049,7.38,24.8,LOW
1.158,4.42,69.9,HIGH
1.106,7.42,45.8,MODERATE
1.021,8.16,48.8,LOW
1.015,7.25,51.3,LOW
1.054,6.79,53.3,MODERATE
1.171,4.95,62.8,HIGH
1.103,4.9,87.6,HIGH
1.201,4.77,57.8,HIGH
0.973,7.3,58.6,LOW
1.045,7.51,54.3,LOW
1.147,5.92,74.5,HIGH
1.094,6.05,71.6,HIGH
1.149,6.41,46.6,HIGH
0.974,8.04,24.5,LOW
1.031,6.88,32.3,MODERATE
1.153,5.51,65.3,HIGH
0.974,8.22,37.8,LOW
1.03,7.29,29.9,LOW
1.031,8.4,42.0,LOW
1.057,7.11,58.9,MODERATE
1.107,6.14,65.1,MODERATE
1.08,4.72,48.6,HIGH
1.018,7.33,28.5,LOW
0.971,7.96,28.1,LOW
0.977,8.08,35.3,LOW
1.108,7.07,52.1,MODERATE
1.218,5.37,85.0,HIGH
1.247,6.29,56.7,HIGH
0.98,7.63,53.0,LOW
1.021,7.27,36.3,LOW
1.115,7.02,40.6,MODERATE
0.973,7.95,21.9,LOW
0.968,8.14,23.7,LOW
1.186,6.47,46.3,HIGH
1.25,4.89,76.7,HIGH
1.084,6.88,38.9,MODERATE
1.048,6.33,40.6,MODERATE
1.004,7.23,48.7,LOW
0.956,7.01,21.4,LOW
1.027,8.24,50.5,LOW
1.117,6.49,42.6,MODERATE
1.155,4.93,55.1,HIGH
1.221,5.72,61.4,HIGH
1.014,8.68,38.0,LOW
1.069,8.13,25.7,LOW
1.213,5.52,81.5,HIGH
1.054,7.86,37.4,LOW
1.005,7.59,22.2,LOW
1.028,8.18,29.6,LOW
1.042,6.48,74.6,MODERATE
1.024,8.92,39.3,LOW
0.999,7.86,36.5,LOW
1.05,7.41,28.4,LOW
1.176,4.0,52.7,HIGH
1.115,7.08,36.4,MODERATE
0.965,8.34,52.3,LOW
1.162,5.66,72.1,HIGH
1.092,6.55,37.5,MODERATE
1.073,7.12,73.3,MODERATE
0.961,7.28,32.4,LOW
1.017,7.77,42.8,LOW
1.061,7.9,33.8,LOW
1.095,6.57,71.4,MODERATE
1.206,4.24,53.6,HIGH
0.965,7.25,34.6,LOW
1.029,8.18,57.8,LOW
1.102,7.41,40.9,MODERATE
1.066,7.38,58.8,MODERATE
1.031,6.37,61.2,MODERATE
1.105,6.31,35.2,MODERATE
1.025,8.76,31.1,LOW
1.097,4.51,82.3,HIGH
1.085,6.93,47.1,MODERATE
1.118,5.55,44.9,HIGH
1.021,7.36,55.1,LOW
1.085,6.17,48.3,MODERATE
1.059,8.9,54.9,LOW
1.052,7.36,69.5,MODERATE
1.09,6.0,89.7,HIGH
1.074,6.81,67.5,MODERATE
1.067,7.39,55.1,LOW
1.198,5.31,84.0,HIGH
1.215,6.48,59.8,HIGH
1.101,7.0,73.6,MODERATE
0.965,8.62,53.0,LOW
1.143,4.37,84.8,HIGH
1.23,6.05,85.7,HIGH
0.981,7.77,45.9,LOW
1.031,8.75,32.9,LOW
1.23,6.46,87.7,HIGH
1.237,4.08,41.4,HIGH
1.017,7.03,52.8,LOW
1.044,7.43,51.8,MODERATE
1.083,4.88,52.9,HIGH
1.055,7.4,39.7,LOW
0.996,8.86,51.7,LOW
1.088,6.45,58.9,MODERATE
1.019,8.44,56.1,LOW
1.208,5.36,84.5,HIGH
0.955,8.25,25.4,LOW
1.063,8.37,35.4,LOW
1.07,8.69,32.0,LOW
1.107,6.08,51.9,MODERATE
1.057,8.88,48.5,LOW
1.156,5.65,85.7,HIGH
1.177,4.05,51.4,HIGH
1.119,6.37,62.1,MODERATE
1.196,5.2,80.1,HIGH
1.109,7.41,72.0,MODERATE
1.183,5.17,67.8,HIGH
1.199,6.35,53.0,HIGH
1.108,7.49,41.1,MODERATE
1.038,7.27,31.2,LOW
1.022,7.1,30.2,LOW
1.013,8.21,53.7,LOW
1.226,5.8,66.5,HIGH
0.977,8.11,23.5,LOW
1.026,7.77,39.2,LOW
1.113,4.09,88.5,HIGH
1.063,6.26,47.9,MODERATE
1.035,6.68,48.4,MODERATE
1.108,6.59,52.8,MODERATE
1.092,6.07,40.4,MODERATE
0.965,7.14,21.6,LOW
1.063,7.1,39.6,LOW
1.143,4.57,58.6,HIGH
1.01,8.72,47.7,LOW
0.965,7.45,37.2,LOW
1.01,7.24,35.1,LOW
1.104,4.03,65.3,HIGH
1.126,4.51,59.2,HIGH
1.105,6.1,72.9,MODERATE
1.112,6.37,66.6,HIGH
1.096,6.38,76.6,HIGH
1.17,5.06,76.7,HIGH
1.219,5.22,52.1,HIGH
1.046,7.05,41.5,MODERATE
1.223,6.28,90.0,HIGH
1.065,7.05,47.7,LOW
1.031,6.8,37.0,MODERATE
1.113,6.02,35.8,MODERATE
1.005,7.12,55.5,LOW
1.052,8.47,25.0,LOW
1.066,6.89,50.6,MODERATE
1.217,4.57,63.6,HIGH
1.11,7.0,33.4,MODERATE
1.056,7.17,34.2,MODERATE
1.052,6.74,58.6,MODERATE
1.048,6.86,35.5,MODERATE
1.068,6.78,63.1,MODERATE
1.03,6.23,69.9,MODERATE
1.042,6.34,39.4,MODERATE
1.109,7.48,32.7,MODERATE
1.045,7.44,43.0,LOW
1.081,6.0,37.8,MODERATE
1.198,6.27,73.6,HIGH
1.061,6.06,65.1,MODERATE
0.988,7.87,53.0,LOW
0.996,7.97,37.1,LOW
1.113,4.61,70.9,HIGH
1.084,4.96,75.0,HIGH
1.003,7.79,54.3,LOW
1.033,7.49,59.5,MODERATE
1.098,5.59,52.3,HIGH
1.015,7.48,33.5,LOW
1.002,8.83,53.5,LOW
1.037,6.68,60.0,MODERATE
0.963,7.57,25.7,LOW
1.025,8.85,46.7,LOW
1.239,5.74,48.9,HIGH
1.109,7.38,48.4,MODERATE
1.198,5.4,72.6,HIGH
1.117,6.63,66.3,MODERATE
1.101,7.49,33.2,MODERATE
1.023,7.83,29.9,LOW
1.059,6.49,67.0,MODERATE
1.032,7.56,46.3,LOW
1.191,5.31,55.8,HIGH
1.064,7.46,31.3,LOW
1.082,6.04,71.4,MODERATE
1.115,7.17,67.4,MODERATE
1.132,6.2,86.7,HIGH
1.083,5.94,48.3,HIGH
1.096,4.74,77.1,HIGH
1.15,4.16,60.8,HIGH
1.11,6.63,43.6,MODERATE
1.067,6.01,46.9,MODERATE
1.029,7.95,46.6,LOW
1.093,6.11,35.4,MODERATE
1.013,8.15,22.0,LOW
0.982,7.69,23.2,LOW
1.106,5.77,62.0,HIGH
1.01,7.43,26.5,LOW
1.049,6.5,63.9,MODERATE
1.166,4.85,49.1,HIGH
1.186,4.53,83.9,HIGH
1.068,8.58,53.6,LOW
1.19,4.83,69.4,HIGH
1.096,6.07,48.7,HIGH
1.051,6.41,44.8,MODERATE
1.091,6.15,40.2,MODERATE
1.017,8.02,30.5,LOW
1.223,4.65,51.7,HIGH
1.175,6.27,80.3,HIGH
1.105,6.87,68.6,MODERATE
1.079,6.05,36.7,MODERATE
1.118,7.18,69.7,MODERATE
1.053,7.85,46.4,LOW
1.218,5.42,71.6,HIGH
1.111,6.66,47.3,MODERATE
0.957,7.59,26.4,LOW
1.091,5.85,56.5,HIGH
1.052,7.24,34.5,LOW
1.118,5.47,61.7,HIGH
1.086,6.87,67.4,MODERATE
1.167,5.45,75.7,HIGH
1.083,4.85,77.6,HIGH
1.051,6.49,41.4,MODERATE
1.072,7.29,69.6,MODERATE
1.185,4.65,52.5,HIGH
1.052,7.41,26.2,LOW
0.967,7.94,20.7,LOW
0.985,8.44,54.6,LOW
0.999,7.73,43.5,LOW
0.996,7.59,41.5,LOW
1.127,6.46,85.3,HIGH
1.084,6.94,44.8,MODERATE
1.195,6.27,77.2,HIGH
1.079,6.19,38.5,MODERATE
0.97,8.29,33.5,LOW
1.118,4.74,53.4,HIGH
1.229,4.28,70.1,HIGH
1.108,6.86,36.1,MODERATE
1.145,4.65,48.6,HIGH
1.142,5.66,84.6,HIGH
1.211,6.18,45.8,HIGH
1.046,8.7,25.2,LOW
1.067,7.4,32.1,MODERATE
1.154,5.98,50.5,HIGH
1.229,4.32,44.1,HIGH
0.981,7.82,45.7,LOW
1.066,7.09,73.5,MODERATE
1.046,7.09,65.9,MODERATE
1.094,5.68,86.3,HIGH
1.052,6.65,72.6,MODERATE
1.054,6.64,66.4,MODERATE
0.996,8.12,53.6,LOW
1.067,7.32,32.5,LOW
1.234,4.25,74.3,HIGH
1.033,7.17,43.0,MODERATE
1.106,6.04,34.3,MODERATE
1.213,5.73,74.2,HIGH
1.006,8.54,21.8,LOW
1.122,4.31,48.1,HIGH
1.038,7.22,42.7,MODERATE
1.021,8.98,29.0,LOW
1.039,8.52,24.1,LOW
1.063,6.16,49.4,MODERATE
1.054,8.31,47.9,LOW
1.173,6.35,74.4,HIGH
1.13,4.48,80.5,HIGH
0.955,8.78,50.4,LOW
0.957,7.98,37.6,LOW
1.247,6.34,73.7,HIGH
1.097,4.32,86.2,HIGH
1.055,8.04,59.7,LOW
1.037,7.54,42.6,LOW
1.044,7.69,26.2,LOW
1.059,7.44,50.8,MODERATE
1.038,6.35,67.0,MODERATE
1.084,7.26,63.6,MODERATE
1.156,4.03,59.3,HIGH
0.967,8.7,40.5,LOW
0.98,8.02,48.5,LOW
1.085,6.77,32.4,MODERATE
1.059,6.75,36.6,MODERATE
0.954,7.55,47.9,LOW
1.109,6.46,87.5,HIGH
1.143,6.28,86.2,HIGH
1.119,7.19,61.2,MODERATE
0.987,7.85,22.4,LOW
1.055,6.35,57.6,MODERATE
0.986,8.57,28.7,LOW
1.243,5.32,46.2,HIGH
1.035,6.04,46.1,MODERATE
1.066,7.46,40.6,LOW
1.195,6.14,87.7,HIGH
1.186,4.39,89.8,HIGH
1.029,7.97,45.2,LOW
1.009,7.74,57.2,LOW
1.047,8.5,39.8,LOW
1.134,6.19,54.9,HIGH
1.051,8.37,50.9,LOW
1.028,8.64,50.4,LOW
1.244,6.01,67.4,HIGH
1.041,6.3,47.6,MODERATE
0.98,8.93,56.1,LOW
1.196,5.17,89.2,HIGH
1.008,7.38,46.2,LOW
1.121,4.7,89.7,HIGH
1.017,8.69,31.8,LOW
1.09,7.18,44.5,MODERATE
1.242,4.21,79.5,HIGH
0.971,7.97,28.1,LOW
1.083,7.49,73.9,MODERATE
1.06,6.12,67.3,MODERATE
1.134,5.4,60.7,HIGH
1.014,7.94,45.1,LOW
0.988,7.14,21.2,LOW
1.17,4.9,62.0,HIGH
1.069,8.58,52.6,LOW
1.178,6.01,64.3,HIGH
1.15,5.45,74.5,HIGH
0.956,7.01,44.5,LOW
1.076,6.03,37.4,MODERATE
1.097,7.38,69.9,MODERATE
1.031,6.25,67.4,MODERATE
0.957,8.8,53.9,LOW
1.073,6.38,50.1,MODERATE
0.98,8.29,24.8,LOW
1.052,8.38,39.8,LOW
1.147,5.31,87.4,HIGH
0.99,7.95,54.5,LOW
1.191,6.45,75.1,HIGH
1.228,5.41,83.1,HIGH
1.106,6.52,50.6,MODERATE
1.159,5.22,81.3,HIGH
1.113,6.61,37.2,MODERATE
1.04,6.5,71.5,MODERATE
1.097,6.87,48.4,MODERATE
1.053,8.71,28.0,LOW
1.037,6.64,41.0,MODERATE
0.974,8.37,25.1,LOW
1.087,7.3,63.7,MODERATE
1.073,7.36,36.3,MODERATE
1.077,6.77,58.7,MODERATE
1.007,8.01,28.9,LOW
1.13,5.92,42.3,HIGH
1.084,6.54,58.6,MODERATE
0.973,7.44,50.1,LOW
1.093,6.87,61.1,MODERATE
1.049,6.9,66.2,MODERATE
1.039,6.92,66.7,MODERATE
1.071,6.84,41.2,MODERATE
1.247,4.57,79.4,HIGH
1.109,6.57,50.2,MODERATE
1.072,6.22,51.1,MODERATE
1.078,6.75,34.0,MODERATE
1.112,6.43,68.0,MODERATE
1.097,6.23,57.4,HIGH
1.061,7.49,42.0,MODERATE
0.976,7.2,31.7,LOW
1.043,6.66,55.0,MODERATE
1.082,6.62,44.9,MODERATE
1.044,7.09,50.2,LOW
1.112,7.13,52.5,MODERATE
1.058,8.71,35.1,LOW
1.068,7.1,74.2,MODERATE
1.086,7.41,54.1,MODERATE
1.063,6.17,34.8,MODERATE
1.187,4.92,84.1,HIGH
1.245,5.37,88.6,HIGH
1.248,5.72,76.2,HIGH
1.108,7.0,33.5,MODERATE
1.173,6.13,81.5,HIGH
1.055,7.47,66.8,MODERATE
1.02,7.04,58.7,LOW
1.079,6.79,67.2,MODERATE
1.1,6.0,39.3,MODERATE
1.053,7.21,64.6,MODERATE
0.953,7.92,57.5,LOW
0.973,7.12,21.8,LOW
1.051,6.82,45.9,MODERATE
1.012,8.42,21.8,LOW
1.17,4.33,44.5,HIGH
1.092,6.98,60.2,MODERATE
1.224,6.19,80.1,HIGH
1.108,5.57,68.4,HIGH
1.075,6.72,72.1,MODERATE
1.075,6.29,57.5,MODERATE
1.06,6.59,40.5,MODERATE
1.187,5.82,58.8,HIGH
1.02,8.16,23.7,LOW
1.137,5.87,65.8,HIGH
1.246,4.3,56.0,HIGH
1.13,4.13,88.5,HIGH
1.163,4.02,58.0,HIGH
1.211,5.04,63.4,HIGH
0.981,8.22,55.2,LOW
1.22,5.94,46.9,HIGH
1.143,5.57,74.6,HIGH
1.19,5.9,56.4,HIGH
0.997,7.53,43.1,LOW
1.121,4.77,61.8,HIGH
1.118,7.33,60.1,MODERATE
1.082,4.74,64.7,HIGH
0.96,7.06,33.5,LOW
1.087,5.14,56.1,HIGH
0.971,8.78,38.8,LOW
1.118,6.99,67.1,MODERATE
1.211,4.31,67.4,HIGH
1.116,5.24,49.7,HIGH
1.192,5.8,67.8,HIGH
1.106,6.87,65.5,MODERATE
1.102,7.06,62.7,MODERATE
1.156,6.16,45.0,HIGH
0.971,7.56,45.5,LOW
1.061,8.33,20.1,LOW
1.099,7.4,48.7,MODERATE
1.093,7.05,55.6,MODERATE
1.142,6.46,46.4,HIGH
1.09,6.9,63.8,MODERATE
1.075,7.06,53.9,MODERATE
1.137,6.18,86.7,HIGH
1.067,7.46,21.9,LOW
1.099,5.01,69.6,HIGH
1.155,6.08,77.4,HIGH
1.099,4.79,45.1,HIGH
1.25,5.18,53.3,HIGH
1.159,5.2,75.2,HIGH
1.008,8.01,51.1,LOW
1.053,7.53,47.8,LOW
1.035,6.99,40.8,MODERATE
1.101,6.57,36.1,MODERATE
1.032,8.53,50.8,LOW
1.225,6.2,77.1,HIGH
1.247,6.07,86.9,HIGH
1.053,7.58,36.5,LOW
1.113,6.34,68.8,MODERATE
1.04,7.41,42.6,LOW
1.06,6.97,65.8,MODERATE
1.044,6.97,74.4,MODERATE
1.132,6.08,41.6,HIGH
1.243,6.41,82.0,HIGH
1.033,6.63,69.6,MODERATE
1.083,4.97,80.2,HIGH
1.024,8.81,37.9,LOW
1.065,6.82,52.5,MODERATE
1.059,6.11,49.4,MODERATE
1.095,4.36,73.3,HIGH
0.985,8.71,53.8,LOW
1.111,4.26,43.8,HIGH
0.967,8.45,56.0,LOW
0.955,8.49,42.1,LOW
1.033,6.74,46.3,MODERATE
0.96,7.04,24.3,LOW
1.099,4.81,64.3,HIGH
0.972,7.84,39.6,LOW
1.091,6.55,64.7,MODERATE
1.096,7.29,72.1,MODERATE
